,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
4576,0.46342700000000003,,,Stand Up Guys,Alan Arkin|Julianna Margulies|Al Pacino|Christopher Walken|Katheryn Winnick,Fisher Stevens,95.0,Thriller|Comedy|Action,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,3/8/12,207,5.8,2012
4577,0.460239,,,The Brass Teapot,Juno Temple|Michael Angarano|Alexis Bledel|Billy Magnussen|Alia Shawkat,Ramaa Mosley,100.0,Comedy|Fantasy|Thriller,Laundry Films,9/8/12,104,5.6,2012
4578,0.45632700000000004,,,Burning Bright,Briana Evigan|Garret Dillahunt|Meat Loaf|Charlie Tahan|Peggy Sheffield,Carlos Brooks,89.0,Drama|Horror|Thriller,Lionsgate|Launchpad Productions|Sobini Films|Burning Bright Productions,5/2/12,23,5.3,2012
4579,0.454471,,,Marvel One-Shot: Item 47,Lizzy Caplan|Jesse Bradford|Maximiliano Hernández|Titus Welliver,Louis D'Esposito,12.0,Science Fiction|Action|Fantasy,Marvel Studios,9/13/12,73,6.7,2012
4580,0.45217700000000005,,,Come Out and Play,Vinessa Shaw|Ebon Moss-Bachrach|Daniel Giménez Cacho|Gerardo Taracena|Alejandra �lvarez,Makinov,87.0,Horror,Canana Films|Videocine S.A. de C.V.,9/13/12,23,4.9,2012
4581,0.452064,12000000.0,66351.0,Deadfall,Eric Bana|Olivia Wilde|Charlie Hunnam|Patrick Kerton|Kris Kristofferson,Stefan Ruzowitzky,95.0,Crime|Drama|Thriller,StudioCanal|Mutual Film Company|2929 Productions|Magnolia Pictures|Madhouse Entertainment,11/8/12,138,5.5,2012
4582,0.451287,,,Arthur Newman,Colin Firth|Emily Blunt|Anne Heche|David Andrews|Sterling Beaumon,Dante Ariola,101.0,Drama,Cross Creek Pictures|Vertebra Films,9/7/12,33,5.5,2012
4583,0.45055,,,John Dies at the End,Chase Williamson|Rob Mayes|Paul Giamatti|Clancy Brown|Glynn Turman,Don Coscarelli,99.0,Horror|Comedy,Magnet Releasing,1/23/12,122,5.9,2012
4584,0.450481,,,Liberal Arts,Josh Radnor|Elizabeth Olsen|Richard Jenkins|Allison Janney|Elizabeth Reaser,Josh Radnor,97.0,Comedy|Drama,Tom Sawyer Entertainment|BCDF Pictures,9/14/12,105,6.1,2012
4585,0.448325,,34153101.0,Cirque du Soleil: Worlds Away,Erica Linz|Igor Zaripov|Matt Gillanders|Jason Berrent|Dallas Barnett,Andrew Adamson,91.0,Fantasy|Family,Reel FX Creative Studios,11/9/12,47,5.9,2012
4586,0.446829,,61782.0,Sightseers,Alice Lowe|Steve Oram|Jonathan Aris|Monica Dolan|Sara Stewart,Ben Wheatley,88.0,Adventure|Comedy|Crime,StudioCanal|British Film Institute (BFI)|Film4 Productions,11/30/12,103,6.0,2012
4587,0.446244,,319285.0,Compliance,Ann Dowd|Dreama Walker|Pat Healy|Philip Ettinger|James McCaffrey,Craig Zobel,90.0,Drama|Thriller|Crime,Muskat Filmed Properties|Bad Cop Bad Cop Film Productions|Dogfish Pictures,8/23/12,118,6.3,2012
4588,0.440489,,,Excision,AnnaLynne McCord|Traci Lords|Ariel Winter|Roger Bart|Jeremy Sumpter,Richard Bates Jr.,81.0,Horror,BXR Productions,9/12/12,68,5.9,2012
4589,0.43873,,,Tong que tai,Chow Yun-fat|Liu Yifei|Hiroshi Tamaki|Alec Su|Annie Shizuka Inoh,Zhao Lin-Shan,107.0,Drama|History,NAN,9/26/12,14,5.6,2012
4590,0.438284,,19633027.0,The Company You Keep,Robert Redford|Shia LaBeouf|Julie Christie|Susan Sarandon|Nick Nolte,Robert Redford,121.0,Drama|Thriller,Wildwood Enterprises|Kingsgate Films|Brightlight Pictures|Voltage pictures|TCYK North Productions,9/6/12,177,5.8,2012
4591,0.43661700000000003,3000000.0,3010.0,ATM,Alice Eve|Josh Peck|Brian Geraghty|Aaron Hughes|Will Woytowich,David Brooks,90.0,Horror|Thriller,Buffalo Gal Pictures|The Safran Company|Gold Circle Films,2/17/12,105,5.5,2012
4592,0.431609,8000000.0,,Soldiers of Fortune,Christian Slater|Ving Rhames|Colm Meaney|Freddy Rodríguez|Charlie Bewley,Maksim Korostyshevsky,94.0,Action|Adventure,Jeff Most Productions|Globus-film|Crombie Film|Most/Rice Films,6/7/12,34,4.9,2012
4593,0.43046599999999996,150000.0,,Abraham Lincoln vs. Zombies,Bill Oberst Jr.|Baby Norman|Jason Vail|Jason Hughley|Don McGraw,Richard Schenkman,90.0,Horror|Action|Thriller,"Asylum, The",5/29/12,32,4.1,2012
4594,0.430256,1800000.0,21107746.0,Beasts of the Southern Wild,Quvenzhané Wallis|Dwight Henry|Levy Easterly|Gina Montana|Lowell Landes,Benh Zeitlin,93.0,Drama|Fantasy,Journeyman Pictures|Court 13 Pictures|Cinereach,6/29/12,262,6.6,2012
4595,0.42834300000000003,,,The Last Will and Testament of Rosalind Leigh,Aaron Poole|Vanessa Redgrave|Julian Richings|Stephen Eric McIntyre|Charlotte Sullivan,Rodrigo Gudiño,82.0,Horror|Thriller,Someone At The Door Productions,11/9/12,16,4.7,2012
4596,0.426646,40000000.0,,The Swan Princess Christmas,James Arrington|Maxine Blue|G.K. Bowes|Elle Deets|Joseph Medrano,Richard Rich,90.0,Animation,Sony Pictures Animation|NEST Family Entertainment|Crest Animation Production,11/5/12,14,6.4,2012
4597,0.42503900000000006,6000000.0,,7 Below,Val Kilmer|Ving Rhames|Luke Goss|Bonnie Somerville|Matt Barr,Kevin Carraway,90.0,Horror,Efish Entertainment|Vitamin A Films|Silver Moonlight Productions|PalmStar Entertainment|Barking Fish Entertainment,4/16/12,12,4.5,2012
4598,0.41976499999999994,,45250.0,My Awkward Sexual Adventure,Jonas Chernick|Emily Hampshire|Sarah Manninen|Vik Sahay,Sean Garrity,98.0,Comedy|Romance,Banana-Moon Sky Films,9/11/12,41,5.4,2012
4599,0.352339,,,A Bride for Christmas,Arielle Kebbel|Sage Brocklebank|Peter Benson|Jordana Largy|Chelsey Reist,Gary Yates,90.0,Comedy,NAN,12/1/12,10,5.8,2012
4600,0.41527200000000003,4275000.0,,Imaginaerum,Madison McAleer|Tuomas Lauri Johannes Holopainen|Marco Hietala|Anette Olzon|Emppu Vuorinen,Stobe Harju,80.0,Fantasy|Drama,Capelight Pictures|Al!ve AG,11/10/12,35,6.0,2012
4601,0.41248,,641100.0,Holy Motors,Eva Mendes|Kylie Minogue|Michel Piccoli|Edith Scob|Denis Lavant,Leos Carax,115.0,Drama|Fantasy,Pandora Filmproduktion|Canal+,7/2/12,133,6.7,2012
4602,0.438105,20000000.0,,Zambezia,Jeremy Suarez|Samuel L. Jackson|Abigail Breslin|Leonard Nimoy|Jeff Goldblum,Wayne Thornley,83.0,Animation,Industrial Development Corporation of South Africa|120dB Films|The Department of Trade and Industry of South Africa|Cinema Management Group|The National Film and Video Foundation of SA,6/5/12,49,5.1,2012
4603,0.409718,20000000.0,4636169.0,Fire with Fire,Bruce Willis|Josh Duhamel|Rosario Dawson|Vincent D'Onofrio|50 Cent,David Barrett,97.0,Action|Crime|Drama|Thriller,Industry Entertainment|Grindstone Entertainment Group|Cheetah Vision|Mandalay Vision|Paradox Entertainment,8/31/12,144,5.7,2012
4604,0.40801,750000.0,4007792.0,Safety Not Guaranteed,Aubrey Plaza|Mark Duplass|Jake Johnson|Karan Soni|Jenica Bergere,Colin Trevorrow,85.0,Comedy|Romance|Science Fiction|Drama,Duplass Brothers Productions|Big Beach Films,6/8/12,341,6.7,2012
4605,0.40752,,,Partysaurus Rex,Tom Hanks|Tim Allen|Wallace Shawn|Corey Burton|Tony Cox,Mark A. Walsh,7.0,Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios,9/14/12,54,7.5,2012
4606,0.406609,,,Leviathan,Declan Conneely|Johnny Gatcombe|Adrian Guillette|Brian Jannelle|Clyde Lee,Lucien Castaing-Taylor|Verena Paravel,87.0,Documentary,Arrete Ton Cinema,8/9/12,14,6.0,2012
4607,0.404069,,,Rosewood Lane,Rose McGowan|Lauren Vélez|Ray Wise|Lin Shaye|Bill Fagerbakke,Victor Salva,81.0,Horror|Thriller,Hollywood Media Bridge,1/1/12,12,5.0,2012
4608,0.403624,,,I Am Bruce Lee,Bruce Lee|Linda Lee Cadwell|Shannon Lee|Dan Inosanto|Diana Lee Inosanto,Pete McCormack,90.0,Documentary,NAN,2/9/12,14,7.0,2012
4609,0.402947,,,Eden,Jamie Chung|Beau Bridges|Matt O'Leary|Tantoo Cardinal|Naama Kates,Megan Griffiths,98.0,Drama,Eden Productions,3/11/12,32,6.5,2012
4610,0.402405,,,What Richard Did,Jack Reynor|Roisin Murphy|Sam Keeley|Gavin Drea|Fionn Walton,Lenny Abrahamson,87.0,Drama,NAN,9/9/12,17,4.9,2012
4611,0.402086,12000000.0,2521.0,The Samaritan,Samuel L. Jackson|Luke Kirby|Ruth Negga|Tom Wilkinson|Alan C. Peterson,David Weaver,90.0,Thriller,Quickfire Films|H2O Motion Pictures|2262730 Ontario|Middle Child Films Inc.,3/2/12,27,4.7,2012
4612,0.401012,2000000.0,,Small Apartments,Matt Lucas|Juno Temple|James Caan|Dolph Lundgren|Billy Crystal,Jonas Åkerlund,96.0,Comedy|Crime,Deviant Films|Morocco Junction Pictures|1812 Productions,3/10/12,24,5.1,2012
4613,0.400215,,,Promoción Fantasma,Raúl Arévalo|Alexandra Jiménez|Andrea Duro|Javier Bódalo|Anna Castillo,Javier Ruiz Caldera,88.0,Comedy,Think Studio|Ciskul,2/3/12,26,5.5,2012
4614,0.398497,17000000.0,9627492.0,The Apparition,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino,Todd Lincoln ,82.0,Horror|Thriller,StudioCanal|Dark Castle Entertainment|Warner Bros.|Studio Babelsberg Motion Pictures,8/23/12,76,4.4,2012
4615,0.524197,,,Eating Out: The Open Weekend,Chris Salvatore|Daniel Skelton|Aaron Milo|Lilach Mendelovich|Harmony Santana,Q. Allan Brocka,80.0,Comedy|Romance,NAN,7/1/12,13,6.5,2012
4616,0.39366,5000000.0,,Werewolf: The Beast Among Us,Nia Peeples|Stephen Rea|Ed Quinn|Ana Ularu|Rachel DiPillo,Louis Morneau,93.0,Drama|Horror,CC Capital Arts Entertainment SRL|Universal 1440 Entertainment,10/9/12,32,4.7,2012
4617,0.392485,12500000.0,,Halo 4: Forward Unto Dawn,Tom Green|Anna Popplewell|Iain Belcher|Jenna Berman|Enisha Brewster,Stewart Hendler,92.0,Science Fiction,343 Industries|Microsoft Studios|Laskey Productions,10/5/12,199,6.5,2012
4618,0.38916999999999996,3000000.0,,The Thompsons,Mackenzie Firgens|Cory Knauf|Ryan Hartwig|Samuel Child|Sean Browne,The Butcher Brothers,84.0,Horror|Thriller,NAN,8/21/12,13,4.0,2012
4619,0.38809899999999997,,,Not Suitable For Children,Ryan Kwanten|Bojana Novaković|Laura Brent|Alice Parkinson|Sarah Snook,Peter Templeman,97.0,Comedy|Romance,icon,7/12/12,35,5.5,2012
4620,0.38719000000000003,1000000.0,,Lovely Molly,Gretchen Lodge|Johnny Lewis|Alexandra Holden|Ken Arnold|Brenna McDonough,Eduardo Sánchez,100.0,Horror|Thriller,Haxan Films|amber entertainment,5/18/12,38,4.6,2012
4621,0.386979,3000000.0,,Outpost: Black Sun,Catherine Steadman|Richard Coyle|Ali Craig|Nick Nevern|Daniel Caltagirone,Steve Barker,101.0,Action|Horror,Black Camel Pictures,1/1/12,12,3.7,2012
4622,0.385202,,,The Babymakers,Olivia Munn|Aisha Tyler|Paul Schneider|Noureen DeWulf|Desi Lydic,Jay Chandrasekhar,98.0,Comedy,Blumhouse Productions|IM Global|Automatik Entertainment|Duck Attack Films,8/3/12,39,4.8,2012
4623,0.385121,,,Bad Ass,Danny Trejo|Charles S. Dutton|Ron Perlman|Joyful Drake|Patrick Fabian,Craig Moss,90.0,Action|Drama,Amber Lamps,4/12/12,87,5.4,2012
4624,0.383998,8000000.0,1653792.0,2 Days in New York,Julie Delpy|Dylan Baker|Chris Rock|Albert Delpy|Vincent Gallo,Julie Delpy,91.0,Comedy,Senator Film Produktion|Tempête Sous Un Crâne Productions|Focus Films,3/28/12,60,5.3,2012
4625,0.383809,,,The Forger,Lauren Bacall|Josh Hutcherson|Alfred Molina|Billy Boyd|Dina Eastwood,Lawrence Roeck,96.0,Drama,Jetlag Productions|Bahr Productions Inc.|Experience Media Studios,7/3/12,25,6.8,2012
4626,0.292564,,1005700.0,Ginger & Rosa,Elle Fanning|Alice Englert|Christina Hendricks|Alessandro Nivola|Timothy Spall,Sally Potter,89.0,Drama,A24,9/7/12,39,6.3,2012
4627,0.38161,3000000.0,,El Gringo,Scott Adkins|Yvette Yates|Christian Slater|Israel Islas|Erando González,Eduardo Rodríguez,98.0,Adventure|Drama|Action|Thriller,Silver Pictures|Signature Pictures|After Dark Films|Autonomous Films|Bomar OOD,5/10/12,27,4.8,2012
4628,0.380291,2500000.0,3325038.0,Robot & Frank,Frank Langella|Liv Tyler|James Marsden|Susan Sarandon|Peter Sarsgaard,Jake Schreier,85.0,Science Fiction|Comedy|Drama|Crime,Samuel Goldwyn Films|Stage 6 Films|Park Pictures|TBB|Dog Run Pictures,8/16/12,307,6.7,2012
4629,0.37355700000000003,,,The Motel Life,Emile Hirsch|Stephen Dorff|Dakota Fanning|Kris Kristofferson|Joshua Leonard,Alan Polsky|Gabe Polsky,95.0,Drama|Mystery|Thriller,Polsky Films,11/16/12,12,4.9,2012
4630,0.372274,,,Frenemies,Bella Thorne|Zendaya|Stefanie Scott|Nick Robinson|Mary Mouser,Daisy von Scherler Mayer,86.0,Drama|Family|TV Movie,NAN,1/13/12,48,5.1,2012
4631,0.365381,30000000.0,,Bait,Sharni Vinson|Phoebe Tonkin|Julian McMahon|Xavier Samuel|Cariba Heine,Kimble Rendall,93.0,Horror|Action|Thriller,Pictures in Paradise|Screen Australia|Media Development Authority (MDA)|Screen Queensland|Bait Productions,9/5/12,99,5.2,2012
4632,0.365206,,,The Battery,Jeremy Gardner|Adam Cronheim|Niels Bolle|Alana O'Brien|Jamie Pantanella,Jeremy Gardner,101.0,Drama|Horror,O. Hannah Films,10/13/12,43,5.7,2012
4633,0.363004,,,Battlestar Galactica: Blood & Chrome,Luke Pasqualino|Ben Cotton|Brian Markinson|Lili Bordán|Jill Teed,Jonas Pate,91.0,Drama|Science Fiction,NBC Universal Television,11/9/12,52,6.6,2012
4634,0.361254,3000000.0,,Dragon Eyes,Jean-Claude Van Damme|Peter Weller|Cung Le|Luis Da Silva Jr.|Crystal Mantecon,John Hyams,88.0,Drama|Action|Thriller|Crime,Dark Castle Entertainment|Silver Pictures|Signature Pictures|After Dark Films|Autonomous Films,5/10/12,18,4.1,2012
4635,0.359578,20500000.0,6063556.0,Cosmopolis,Robert Pattinson|Sarah Gadon|Juliette Binoche|Paul Giamatti|Samantha Morton,David Cronenberg,109.0,Drama,France 2 Cinéma|Téléfilm Canada|Rai Cinema|Prospero Pictures|Alfama Films,5/25/12,191,4.8,2012
4636,0.35834299999999997,,,Extracted,Sasha Roiz|Jenny Mollen|Dominic Bogart|Richard Riehle,Nir Paniry,85.0,Science Fiction|Thriller,New Artists Alliance,3/10/12,40,5.5,2012
4637,0.356988,,,Marley,Bob Marley|Ziggy Marley|Rita Marley|Cedella Marley|Jimmy Cliff,Kevin Macdonald,144.0,Documentary,Shangri-La Entertainment,4/20/12,88,7.4,2012
4638,0.356594,,,Airborne,Craig Conway|Simon Phillips|Gemma Atkinson|Mark Hamill|Billy Murray,Dominic Burns,78.0,Horror|Thriller,Templeheart Films|Press On Features|Hawthorne Productions,3/15/12,13,3.3,2012
4639,0.31262399999999996,,,"3, 2, 1... Frankie Go Boom",Lizzy Caplan|Ron Perlman|Charlie Hunnam|Chris O'Dowd|Whitney Cummings,Jordan Roberts,89.0,Comedy,NAN,10/12/12,13,5.2,2012
4640,0.352564,12000000.0,,Dungeons & Dragons: The Book of Vile Darkness,Charlotte Hunter|Jack Derges|Anthony Howell|Eleanor Gecks|Habib Nasib Nader,Gerry Lively,90.0,Adventure|Fantasy,Zinc Entertainment Inc.|Bomar OOD,8/8/12,10,4.1,2012
4641,0.35149400000000003,,,Cockneys vs Zombies,Michelle Ryan|Georgia King|Alan Ford|Harry Treadaway|Richard Briers,Matthias Hoene,88.0,Comedy|Horror,Tea Shop & Film Company,8/31/12,65,5.6,2012
4642,0.351001,,,Hijacked,Dominic Purcell|Craig Fairbrass|Vinnie Jones|Randy Couture|Gina Philips,Brandon Nutt,90.0,Action|Thriller,NAN,7/31/12,11,2.9,2012
4643,0.349722,,,Blood,Paul Bettany|Mark Strong|Stephen Graham|Brian Cox|Zoë Tapper,Nick Murphy ,92.0,Drama|Thriller|Crime,BBC Films|Neal Street Productions|Quickfire Films|IM Global|Lipsync Productions,10/9/12,21,6.0,2012
4644,0.34655199999999997,,,Loosies,Peter Facinelli|Jaimie Alexander|Michael Madsen,Michael Corrente,89.0,Comedy|Drama|Romance,IFC Films|Woodhaven Production Company,2/1/12,25,6.1,2012
4645,0.344296,,,Side by Side,Keanu Reeves|Martin Scorsese|James Cameron|David Fincher|David Lynch,Christopher Kenneally,99.0,Documentary,NAN,8/19/12,63,7.0,2012
4646,0.34423000000000004,,,Thunderstruck,Kevin Durant|Taylor Gray|Jim Belushi|Brandon T. Jackson|Larramie Doc Shaw,John Whitesell,94.0,Comedy,Warner Premiere|Stunts Unlimited,8/24/12,23,5.8,2012
4647,0.339738,,,Nazis at the Center of the Earth,Dominique Swain|Jake Busey|Trevor Kuhn|Lilan Bowden|Marlene Okner,Joseph J. Lawson,90.0,Adventure|Horror|Action|Thriller|Science Fiction,The Asylum,4/23/12,18,3.1,2012
4648,0.2222,3000000.0,,Goats,Vera Farmiga|David Duchovny|Ty Burrell|Keri Russell|Graham Phillips,Christopher Neil,92.0,Comedy,NAN,8/10/12,19,5.7,2012
4649,0.338055,,,Citadel,James Cosmo|Aneurin Barnard|Amy Shiels|Wunmi Mosaku,Ciaran Foy,85.0,Horror|Drama|Thriller,Sigma Films Ltd.|Irish Film Board|Blinder Films,7/11/12,23,4.8,2012
4650,0.335484,,,The Seasoning House,Rosie Day|Sean Pertwee|Kevin Howarth|Anna Walton|Jemma Powell,Paul Hyett,89.0,Horror|Thriller,Templeheart Films|Filmgate Films|Sterling Pictures Ltd,8/21/12,32,6.4,2012
4651,0.335002,,,The Sapphires,Chris O'Dowd|Deborah Mailman|Jessica Mauboy|Shari Sebbens|Miranda Tapsell,Wayne Blair,103.0,Comedy|Drama,Goalpost Pictures,8/8/12,47,6.4,2012
4652,0.33389800000000003,2000000.0,,Sushi Girl,Danny Trejo|Mark Hamill|Noah Hathaway|Jeff Fahey|Sonny Chiba,Kern Saxton,98.0,Thriller|Crime,NAN,12/7/12,23,5.2,2012
4653,0.331881,,,Rebelle,Rachel Mwanza|Alain Lino Mic Eli Bastien|Serge Kanyinda|Mizinga Mwinga|Ralph Prosper,Kim Nguyen,90.0,Drama|War,NAN,2/17/12,25,5.6,2012
4654,0.331665,11000000.0,,Freelancers,50 Cent|Forest Whitaker|Robert De Niro|Ryan O'Nan|Matt Gerald,Jessy Terrero,96.0,Mystery|Drama|Action|Crime,Grindstone Entertainment Group|Cheetah Vision|Paradox Entertainment|Emmett/Furla Films|Envision Entertainment,8/10/12,49,4.7,2012
4655,0.33164499999999997,,,Game Change,Julianne Moore|Woody Harrelson|Ed Harris|Peter MacNicol|Jamey Sheridan,Jay Roach,118.0,Drama|History,Playtone|HBO Films,3/9/12,62,6.1,2012
4656,0.329642,5300000.0,,The Outback,Charlie Bewley|Alan Cumming|Tim Curry|Chris Edgerly|Eric Lopez,Kyung Ho Lee,85.0,Animation|Adventure|Family,Digiart Productions|Lotte Entertainment|Animation Picture Company,1/12/12,12,4.7,2012
4657,0.329419,3500000.0,,Grupo 7,Antonio de la Torre|Mario Casas|Julián Villagrán|José Manuel Poga|Inma Cuesta,Alberto Rodríguez,95.0,Drama|Action,TVE|La Zanfoñia Producciones|Canal Sur Televisión|Atípica Films,4/3/12,25,5.5,2012
4658,0.32771500000000003,,,Hello I Must Be Going,Melanie Lynskey|Blythe Danner|John Rubinstein|Julie White|Dan Futterman,Todd Louiso,95.0,Drama|Comedy|Romance,Next Wednesday Productions|Union Entertainment Group (II)|Skyscraper Films,9/7/12,26,5.4,2012
4659,0.326556,,,Love at the Christmas Table,Dustin Milligan|Danica McKellar|Lea Thompson|Scott Patterson|Brian Huskey,Rachel Goldenberg,91.0,Comedy|Romance|TV Movie,The Asylum,11/25/12,18,6.2,2012
4660,0.32455300000000004,5000000.0,,Apartment 1303 3D,Mischa Barton|Rebecca De Mornay|Julianne Michelle|Corey Sevier|John Diehl,Michael Taverna,101.0,Horror,NAN,12/6/12,67,4.0,2012
4661,0.324354,,,Grimm's Snow White,Eliza Bennett|Jane March|Jamie Thomas King|Joe Toedtling|Sebastian Wimmer,Rachel Goldenberg,89.0,Fantasy,NAN,3/13/12,18,6.1,2012
4662,0.323947,,,Atlas Shrugged Part II,Samantha Mathis|Jason Beghe|Esai Morales|Patrick Fabian|Kim Rhodes,John Putch,112.0,Drama|Science Fiction|Mystery,Cinema Vehicle Services|Atlas 2 Productions,10/12/12,27,5.5,2012
4663,0.32324200000000003,,,100 Bloody Acres,Damon Herriman|Angus Sampson|Anna McGahan|John Jarratt|Oliver Ackland,Cameron Cairnes|Colin Cairnes,91.0,Comedy|Horror,Cyan Films|Major International Pictures,8/4/12,17,5.5,2012
4664,0.32297800000000004,,,Cesare deve morire,Cosimo Rega|Salvatore Striano|Giovanni Arcuri|Antonio Frasca|J. Dario Bonetti,Paolo Taviani|Vittorio Taviani,76.0,Drama|Documentary,Kaos Cinematografica,2/11/12,13,6.2,2012
4665,0.322496,,704.0,Into the White,Stig Henrik Hoff|Lachlan Nieboer|Rupert Grint|Florian Lukas|David Kross,Petter Næss,100.0,Action|Drama,Trollhättan Film AB|Medienboard Berlin-Brandenburg GmbH|Eurimages|Filmförderungsanstalt (FFA)|Film Fund FUZZ,3/6/12,44,6.5,2012
4666,0.32216300000000003,,,Take This Waltz,Michelle Williams|Seth Rogen|Luke Kirby|Sarah Silverman|Aaron Abrams,Sarah Polley,116.0,Drama|Comedy,Joe's Daughter,5/25/12,81,6.3,2012
4667,0.32200700000000004,,1081.0,The Butterfly Room,Barbara Steele|Julia Putnam|Ellery Sprayberry|Heather Langenkamp|Ray Wise,Jonathan Zarantonello,87.0,Horror|Thriller,Rai Cinema|Achab Film|Wiseacre Films|Emergency Exit Pictures,8/4/12,24,5.7,2012
4668,0.321712,1500000.0,1938.0,Best Man Down,Justin Long|Jess Weixler|Tyler Labine|Addison Timlin|Shelley Long,Ted Koland,90.0,Comedy|Drama,KODA Entertainment,10/20/12,39,5.9,2012
4669,0.320781,,,Keep the Lights On,Thure Lindhardt|Zachary Booth|Julianne Nicholson|Souleymane Sy Savane|Paprika Steen,Ira Sachs,101.0,Drama|Romance,Parts and Labor|Alarum PIctures|Tiny Dancer Films,2/25/12,17,5.5,2012
4670,0.320264,,252603.0,Lola Versus,Greta Gerwig|Joel Kinnaman|Bill Pullman|Zoe Lister-Jones|Debra Winger,Daryl Wein,87.0,Comedy,Fox Searchlight Pictures|Groundswell Productions,4/24/12,40,4.9,2012
4671,0.319294,,,Damsels in Distress,Greta Gerwig|Carrie MacLemore|Megalyn Echikunwoke|Analeigh Tipton|Ryan Metcalf,Whit Stillman,99.0,Comedy|Romance,Westerly Films,4/6/12,34,5.6,2012
4672,0.25737,,,Big Time Movie,Kendall Schmidt|James Maslow|Carlos PenaVega|Logan Henderson|Ciara Bravo,Savage Steve Holland,68.0,Comedy|Family,Nickelodeon Network|Pacific Bay Entertainment,3/10/12,12,6.4,2012
4673,0.31840799999999997,,,Good Deeds,Tyler Perry|Phylicia Rash�d|Thandie Newton|Brian J. White|Gabrielle Union,Tyler Perry,111.0,Comedy|Drama|Romance,NAN,2/23/12,38,6.2,2012
4674,0.316209,,,The Punisher: Dirty Laundry,Thomas Jane|Ron Perlman|Sammi Rotibi|Karlin Walker|Jack Goldenberg,Phil Joanou,10.0,Action|Drama|Thriller,NAN,7/16/12,99,7.0,2012
4675,0.316117,25.0,30.0,Joyful Noise,Queen Latifah|Dolly Parton|Keke Palmer|Kris Kristofferson|Courtney B. Vance,Todd Graff,117.0,Comedy|Music,Alcon Entertainment|O.N.C. Entertainment|Farrell Paura Productions|Gospel Truth Pictures,1/13/12,25,6.7,2012
4676,0.315868,,102388.0,The Magic of Belle Isle,Morgan Freeman|Virginia Madsen|Madeline Carroll|Emma Fuhrmann|Nicolette Pierini,Rob Reiner,109.0,Comedy|Drama,Castle Rock Entertainment|Revelations Entertainment|Magnolia Pictures|Voltage Pictures|Firebrand Productions,7/6/12,61,7.1,2012
4677,0.31077899999999997,,,After,Steven Strait|Karolina Wydra|Sandra Ellis Lafferty|Ric Reitz|Jackson Walker,Ryan Smith,90.0,Mystery|Thriller,Seabourne Pictures|Quite Quick Productions,8/27/12,31,5.6,2012
4678,0.310077,,,Room 237,Bill Blakemore|Geoffrey Cocks|Juli Kearns|John Fell Ryan|Jay Weidner,Rodney Ascher,102.0,Documentary,Highland Park Classics|IFC Midnight,10/26/12,128,6.3,2012
4680,0.360699,6300000.0,419953.0,Shadow Dancer,Andrea Riseborough|Clive Owen|Gillian Anderson|Aidan Gillen|Domhnall Gleeson,James Marsh,101.0,Thriller,BBC Films|Element Pictures|Irish Film Board|Lipsync Productions|Unanimous Pictures,2/12/12,55,5.6,2012
4681,0.304212,,3094813.0,Celeste & Jesse Forever,Rashida Jones|Andy Samberg|Elijah Wood|Emma Roberts|Ari Graynor,Lee Toland Krieger,91.0,Comedy|Drama|Romance,Team Todd,8/3/12,129,6.4,2012
4682,0.15305,,525.0,Meeting Evil,Leslie Bibb|Samuel L. Jackson|Luke Wilson|Peyton List,Chris Fisher,89.0,Crime|Drama|Mystery|Thriller,Sony Pictures,5/3/12,29,4.4,2012
4683,0.297944,1000000.0,,Piranhaconda,Michael Madsen|Rachel Hunter|Shandi Finnessey|Teri Ivens|Rib Hillis,Jim Wynorski,90.0,Horror|Science Fiction,New Horizons Picture,6/16/12,13,3.5,2012
4684,0.295547,5000000.0,,Assassin's Bullet,Christian Slater|Donald Sutherland|Elika Portnoy|Timothy Spall|Ivaylo Geraskov,Isaac Florentine,91.0,Action|Thriller,Mutressa Movies,8/1/12,16,3.1,2012
4685,0.29467,1700000.0,,Generation Um...,Keanu Reeves|Bojana Novaković|Adelaide Clemens|Jake Hoffman|Ashley Austin Morris,Mark Mann,96.0,Drama,Company Films|Voltage Pictures,7/11/12,10,4.8,2012
4686,0.2574,,,A Little Bit Zombie,Stephen McHattie|Kristopher Turner|Crystal Lowe|Shawn Roberts|Emilie Ullerup,Casey Walker,87.0,Science Fiction|Comedy|Horror,NAN,2/3/12,13,5.9,2012
4687,0.292536,,,Brake,Stephen Dorff|Chyler Leigh|JR Bourne|Tom Berenger|Kali Rocha,Gabe Torres,92.0,Action|Thriller,Lightning Entertainment|La Costa Productions|Walking West Entertainment,3/22/12,31,5.2,2012
4688,0.29244899999999996,,,Barbie: The Princess & The Popstar,Kelly Sheridan|Jennifer Waris|Ashleigh Ball|Tiffany Giardina|Ellie King,Ezekiel Norton,86.0,Family|Animation,Rainmaker Entertainment|Mattel,9/13/12,28,5.8,2012
4689,0.292387,,,Le Guetteur,Violante Placido|Daniel Auteuil|Mathieu Kassovitz|Arly Jover|Olivier Gourmet,Michele Placido,89.0,Action|Crime,Babe Films|Climax Films|Filmarno|Ran Entertainment,9/5/12,22,5.5,2012
